instant,tanggal,musim,tahun,bulan,holiday,weekday,workingday,cuaca,temp,atemp,kelembaban,kecepatan_angin,casual,registered,total_count,windspeed,day_type
174,2011-06-23,Musim panas,2011,June,0,Kamis,Ya,Berkabut,29.861653,34.69165,70.3333,0.238804,746,4044,4790,15.999868,Weekday
175,2011-06-24,Musim panas,2011,June,0,Jummat,Ya,Jelas,29.690847,32.82915,57.3333,0.222025,969,4022,4991,14.875675,Weekday
176,2011-06-25,Musim panas,2011,June,0,Sabtu,Tidak,Jelas,28.494999999999997,32.16565,48.3333,0.209571,1782,3420,5202,14.041257,Weekend/Holiday
177,2011-06-26,Musim panas,2011,June,0,Minggu,Tidak,Jelas,27.880000000000003,31.88145,51.3333,0.0945333,1920,3385,5305,6.3337311,Weekend/Holiday
178,2011-06-27,Musim panas,2011,June,0,Senin,Ya,Berkabut,27.982499999999998,31.8502,65.8333,0.107588,854,3854,4708,7.2083960000000005,Weekday
179,2011-06-28,Musim panas,2011,June,0,Selasa,Ya,Jelas,30.510847000000002,34.6279,63.416700000000006,0.144283,732,3916,4648,9.666960999999999,Weekday
180,2011-06-29,Musim panas,2011,June,0,Rabu,Ya,Jelas,29.861653,32.7344,49.7917,0.261821,848,4377,5225,17.542007,Weekday
181,2011-06-30,Musim panas,2011,June,0,Kamis,Ya,Jelas,28.563347,31.8504,43.416700000000006,0.185312,1027,4488,5515,12.415904000000001,Weekday
182,2011-07-01,Musim panas,2011,July,0,Jummat,Ya,Jelas,29.622500000000002,32.6081,39.625,0.102608,1246,4116,5362,6.874736,Weekday
183,2011-07-02,Musim panas,2011,July,0,Sabtu,Tidak,Jelas,30.271653,33.3654,44.4583,0.115062,2204,2915,5119,7.709154,Weekend/Holiday
184,2011-07-03,Musim panas,2011,July,0,Minggu,Tidak,Berkabut,29.383347,33.42875,68.25,0.228858,2282,2367,4649,15.333486,Weekend/Holiday
185,2011-07-04,Musim panas,2011,July,1,Senin,Tidak,Berkabut,29.793346999999997,33.27085,63.7917,0.0814792,3065,2978,6043,5.4591064000000005,Weekday
186,2011-07-05,Musim panas,2011,July,0,Selasa,Ya,Jelas,30.613346999999997,34.816900000000004,59.0417,0.126258,1031,3634,4665,8.459286,Weekday
187,2011-07-06,Musim panas,2011,July,0,Rabu,Ya,Jelas,29.52,34.28165,74.33330000000001,0.149883,784,3845,4629,10.042161,Weekday
188,2011-07-07,Musim panas,2011,July,0,Kamis,Ya,Jelas,30.75,34.34355,65.125,0.1592,754,3838,4592,10.666400000000001,Weekday
189,2011-07-08,Musim panas,2011,July,0,Jummat,Ya,Berkabut,29.075847,33.524150000000006,75.79169999999999,0.225129,692,3348,4040,15.083643,Weekday
190,2011-07-09,Musim panas,2011,July,0,Sabtu,Tidak,Jelas,30.066653000000002,33.2079,60.9167,0.167912,1988,3348,5336,11.250104,Weekend/Holiday
191,2011-07-10,Musim panas,2011,July,0,Minggu,Tidak,Jelas,30.6475,34.50125,57.8333,0.183471,1743,3138,4881,12.292557,Weekend/Holiday
192,2011-07-11,Musim panas,2011,July,0,Senin,Ya,Jelas,31.2625,36.4902,63.5833,0.282337,723,3363,4086,18.916579,Weekday
193,2011-07-12,Musim panas,2011,July,0,Selasa,Ya,Jelas,32.560846999999995,36.96375,55.9167,0.200254,662,3596,4258,13.417017999999999,Weekday
194,2011-07-13,Musim panas,2011,July,0,Rabu,Ya,Jelas,30.613346999999997,34.4702,63.1667,0.146133,748,3594,4342,9.790911000000001,Weekday
195,2011-07-14,Musim panas,2011,July,0,Kamis,Ya,Jelas,27.914153000000002,31.7552,47.625,0.240667,888,4196,5084,16.124689,Weekday
196,2011-07-15,Musim panas,2011,July,0,Jummat,Ya,Jelas,27.196652999999998,31.21855,59.12500000000001,0.182833,1318,4220,5538,12.249811,Weekday
197,2011-07-16,Musim panas,2011,July,0,Sabtu,Tidak,Jelas,28.153347,31.91315,58.5,0.208342,2418,3505,5923,13.958914,Weekend/Holiday
198,2011-07-17,Musim panas,2011,July,0,Minggu,Tidak,Jelas,29.485847,33.49165,60.4167,0.245033,2006,3296,5302,16.417211,Weekend/Holiday
199,2011-07-18,Musim panas,2011,July,0,Senin,Ya,Jelas,30.613346999999997,35.19625,65.125,0.215804,841,3617,4458,14.458867999999999,Weekday
200,2011-07-19,Musim panas,2011,July,0,Selasa,Ya,Jelas,31.843347,37.37395,65.0417,0.1306,752,3789,4541,8.7502,Weekday
201,2011-07-20,Musim panas,2011,July,0,Rabu,Ya,Jelas,31.501653,37.3425,70.70830000000001,0.113817,644,3688,4332,7.625739,Weekday
202,2011-07-21,Musim panas,2011,July,0,Kamis,Ya,Berkabut,33.415,41.31855,69.125,0.222021,632,3152,3784,14.875407,Weekday
203,2011-07-22,Musim panas,2011,July,0,Jummat,Ya,Jelas,34.781653,42.0448,58.0417,0.1331,562,2825,3387,8.9177,Weekday
204,2011-07-23,Musim panas,2011,July,0,Sabtu,Tidak,Jelas,34.815847,40.214349999999996,50.0,0.131221,987,2298,3285,8.791807,Weekend/Holiday
205,2011-07-24,Musim panas,2011,July,0,Minggu,Tidak,Jelas,34.03,39.74145,55.0833,0.169171,1050,2556,3606,11.334456999999999,Weekend/Holiday
206,2011-07-25,Musim panas,2011,July,0,Senin,Ya,Jelas,30.476653000000002,36.0479,75.7083,0.0908083,568,3272,3840,6.0841560999999995,Weekday
207,2011-07-26,Musim panas,2011,July,0,Selasa,Ya,Jelas,31.638347,34.84895,54.0833,0.200258,750,3840,4590,13.417285999999999,Weekday
208,2011-07-27,Musim panas,2011,July,0,Rabu,Ya,Jelas,31.775000000000002,34.53335,40.291700000000006,0.183463,755,3901,4656,12.292020999999998,Weekday
209,2011-07-28,Musim panas,2011,July,0,Kamis,Ya,Jelas,31.945847,36.995,58.3333,0.178479,606,3784,4390,11.958093,Weekday
210,2011-07-29,Musim panas,2011,July,0,Jummat,Ya,Jelas,34.371653,39.29835,54.25,0.174138,670,3176,3846,11.667245999999999,Weekday
211,2011-07-30,Musim panas,2011,July,0,Sabtu,Tidak,Jelas,32.970847,36.42685,46.5833,0.168537,1559,2916,4475,11.291979,Weekend/Holiday
212,2011-07-31,Musim panas,2011,July,0,Minggu,Tidak,Jelas,33.039153,36.4898,48.0833,0.164813,1524,2778,4302,11.042470999999999,Weekend/Holiday
213,2011-08-01,Musim panas,2011,August,0,Senin,Ya,Jelas,31.638347,35.1646,55.0833,0.156717,729,3537,4266,10.500039,Weekday
214,2011-08-02,Musim panas,2011,August,0,Selasa,Ya,Jelas,32.116653,35.35355,49.125,0.20585,801,4044,4845,13.79195,Weekday
215,2011-08-03,Musim panas,2011,August,0,Rabu,Ya,Berkabut,29.998347,33.99685,65.75,0.135583,467,3107,3574,9.084061,Weekday
216,2011-08-04,Musim panas,2011,August,0,Kamis,Ya,Berkabut,29.11,33.2394,75.75,0.19715,799,3777,4576,13.20905,Weekday
217,2011-08-05,Musim panas,2011,August,0,Jummat,Ya,Jelas,29.144153000000003,32.82835,63.083299999999994,0.184696,1023,3843,4866,12.374632,Weekday
218,2011-08-06,Musim panas,2011,August,0,Sabtu,Tidak,Berkabut,29.383347,33.807700000000004,75.5,0.22825,1521,2773,4294,15.29275,Weekend/Holiday
219,2011-08-07,Musim panas,2011,August,0,Minggu,Tidak,Jelas,30.442500000000003,35.7646,75.29169999999999,0.201487,1298,2487,3785,13.499629,Weekend/Holiday
220,2011-08-08,Musim panas,2011,August,0,Senin,Ya,Jelas,31.365000000000002,35.16415,59.2083,0.192175,846,3480,4326,12.875725000000001,Weekday
221,2011-08-09,Musim panas,2011,August,0,Selasa,Ya,Jelas,31.775000000000002,36.20605,57.04169999999999,0.151121,907,3695,4602,10.125107,Weekday
222,2011-08-10,Musim panas,2011,August,0,Rabu,Ya,Jelas,31.433346999999998,34.24915,42.4167,0.200258,884,3896,4780,13.417285999999999,Weekday
223,2011-08-11,Musim panas,2011,August,0,Kamis,Ya,Jelas,29.4175,32.57605,42.375,0.164796,812,3980,4792,11.041332,Weekday
224,2011-08-12,Musim panas,2011,August,0,Jummat,Ya,Jelas,29.041653,32.7021,41.5,0.125621,1051,3854,4905,8.416607,Weekday
225,2011-08-13,Musim panas,2011,August,0,Sabtu,Tidak,Berkabut,28.119153,32.2929,72.9583,0.211454,1504,2646,4150,14.167418,Weekend/Holiday
226,2011-08-14,Musim panas,2011,August,0,Minggu,Tidak,Berkabut,27.743347,31.219400000000004,81.75,0.222633,1338,2482,3820,14.916411,Weekend/Holiday
227,2011-08-15,Musim panas,2011,August,0,Senin,Ya,Jelas,27.299153,30.80835,71.20830000000001,0.208954,775,3563,4338,13.999918,Weekday
228,2011-08-16,Musim panas,2011,August,0,Selasa,Ya,Jelas,28.734153000000003,32.29185,57.8333,0.236329,721,4004,4725,15.834043000000001,Weekday
229,2011-08-17,Musim panas,2011,August,0,Rabu,Ya,Jelas,29.656653,33.33355,57.5417,0.143667,668,4026,4694,9.625689,Weekday
230,2011-08-18,Musim panas,2011,August,0,Kamis,Ya,Jelas,29.178347000000002,33.1129,65.45830000000001,0.233208,639,3166,3805,15.624936,Weekday
231,2011-08-19,Musim panas,2011,August,0,Jummat,Ya,Berkabut,28.085,31.661050000000003,72.2917,0.139308,797,3356,4153,9.333635999999998,Weekday
232,2011-08-20,Musim panas,2011,August,0,Sabtu,Tidak,Jelas,28.5975,32.4498,67.41669999999999,0.104467,1914,3277,5191,6.999289,Weekend/Holiday
233,2011-08-21,Musim panas,2011,August,0,Minggu,Tidak,Jelas,29.144153000000003,33.776250000000005,77.0,0.248754,1249,2624,3873,16.666518,Weekend/Holiday
234,2011-08-22,Musim panas,2011,August,0,Senin,Ya,Jelas,28.358347000000002,31.9127,47.0,0.27675,833,3925,4758,18.54225,Weekday
235,2011-08-23,Musim panas,2011,August,0,Selasa,Ya,Jelas,26.274153,30.303350000000002,45.5417,0.146763,1281,4614,5895,9.833121,Weekday
236,2011-08-24,Musim panas,2011,August,0,Rabu,Ya,Jelas,27.606652999999998,31.5346,60.5,0.253108,949,4181,5130,16.958236,Weekday
237,2011-08-25,Musim panas,2011,August,0,Kamis,Ya,Berkabut,28.050846999999997,32.2927,77.1667,0.210833,435,3107,3542,14.125810999999999,Weekday
238,2011-08-26,Musim panas,2011,August,0,Jummat,Ya,Jelas,28.7,32.98665,76.125,0.0839625,768,3893,4661,5.625487499999999,Weekday
239,2011-08-27,Musim panas,2011,August,0,Sabtu,Tidak,Berkabut,27.880000000000003,31.7778,85.0,0.375617,226,889,1115,25.166338999999997,Weekend/Holiday
240,2011-08-28,Musim panas,2011,August,0,Minggu,Tidak,Jelas,28.989418999999998,32.397949999999994,56.1765,0.304659,1415,2919,4334,20.412153,Weekend/Holiday
241,2011-08-29,Musim panas,2011,August,0,Senin,Ya,Jelas,26.103347,30.3979,55.45830000000001,0.159825,729,3905,4634,10.708275,Weekday
242,2011-08-30,Musim panas,2011,August,0,Selasa,Ya,Jelas,26.205847000000002,29.7352,54.833299999999994,0.125008,775,4429,5204,8.375536,Weekday
243,2011-08-31,Musim panas,2011,August,0,Rabu,Ya,Jelas,26.923347,30.556050000000003,59.791700000000006,0.0833333,688,4370,5058,5.5833311,Weekday
244,2011-09-01,Musim panas,2011,September,0,Kamis,Ya,Jelas,26.855,30.746050000000004,63.916700000000006,0.141796,783,4332,5115,9.500332,Weekday
245,2011-09-02,Musim panas,2011,September,0,Jummat,Ya,Berkabut,26.376653,30.2404,72.70830000000001,0.139929,875,3852,4727,9.375243,Weekday
246,2011-09-03,Musim panas,2011,September,0,Sabtu,Tidak,Jelas,27.435847,31.66065,71.6667,0.185325,1935,2549,4484,12.416775,Weekend/Holiday
247,2011-09-04,Musim panas,2011,September,0,Minggu,Tidak,Jelas,29.075847,33.27145,74.20830000000001,0.206467,2521,2419,4940,13.833289,Weekend/Holiday
248,2011-09-05,Musim panas,2011,September,1,Senin,Tidak,Berkabut,27.606652999999998,31.282300000000003,79.0417,0.212696,1236,2115,3351,14.250632,Weekday
249,2011-09-06,Musim panas,2011,September,0,Selasa,Ya,Hujan_RinganSalju,22.14,25.759999999999998,88.6957,0.343943,204,2506,2710,23.044181,Weekday
250,2011-09-07,Musim panas,2011,September,0,Rabu,Ya,Hujan_RinganSalju,24.565847,27.21145,91.7083,0.0970208,118,1878,1996,6.500393600000001,Weekday
251,2011-09-08,Musim panas,2011,September,0,Kamis,Ya,Hujan_RinganSalju,25.990433,27.76805,93.9565,0.192748,153,1689,1842,12.914116,Weekday
252,2011-09-09,Musim panas,2011,September,0,Jummat,Ya,Berkabut,26.650000000000002,28.9473,89.79169999999999,0.124379,417,3127,3544,8.333393000000001,Weekday
253,2011-09-10,Musim panas,2011,September,0,Sabtu,Tidak,Jelas,27.060000000000002,30.3981,75.375,0.153608,1750,3595,5345,10.291736,Weekend/Holiday
254,2011-09-11,Musim panas,2011,September,0,Minggu,Tidak,Jelas,26.786653,30.46145,71.375,0.115054,1633,3413,5046,7.708618,Weekend/Holiday
255,2011-09-12,Musim panas,2011,September,0,Senin,Ya,Jelas,26.418268,30.106500000000004,69.2174,0.088913,690,4023,4713,5.957171000000001,Weekday
256,2011-09-13,Musim panas,2011,September,0,Selasa,Ya,Jelas,26.684153,30.1777,71.25,0.141804,701,4062,4763,9.500868,Weekday
257,2011-09-14,Musim panas,2011,September,0,Rabu,Ya,Jelas,27.606652999999998,31.345,69.7083,0.1673,647,4138,4785,11.2091,Weekday
258,2011-09-15,Musim panas,2011,September,0,Kamis,Ya,Berkabut,23.677500000000002,27.68355,70.9167,0.271146,428,3231,3659,18.166782,Weekday
259,2011-09-16,Musim panas,2011,September,0,Jummat,Ya,Berkabut,19.235847,23.07375,59.0417,0.164183,742,4018,4760,11.000261,Weekday
260,2011-09-17,Musim panas,2011,September,0,Sabtu,Tidak,Berkabut,20.158347,23.9256,71.8333,0.189675,1434,3077,4511,12.708225,Weekend/Holiday
261,2011-09-18,Musim panas,2011,September,0,Minggu,Tidak,Jelas,20.807499999999997,24.52685,69.5,0.178483,1353,2921,4274,11.958361,Weekend/Holiday
262,2011-09-19,Musim panas,2011,September,0,Senin,Ya,Berkabut,22.515846999999997,26.48375,69.0,0.151742,691,3848,4539,10.166713999999999,Weekday
263,2011-09-20,Musim panas,2011,September,0,Selasa,Ya,Berkabut,23.028347,26.610850000000003,88.125,0.134954,438,3203,3641,9.041917999999999,Weekday
264,2011-09-21,Musim panas,2011,September,0,Rabu,Ya,Berkabut,24.395,27.526650000000004,90.0,0.0964042,539,3813,4352,6.4590814,Weekday
265,2011-09-22,Musim panas,2011,September,0,Kamis,Ya,Berkabut,25.761653000000003,27.74815,90.2083,0.128125,555,4240,4795,8.584375,Weekday
266,2011-09-23,Musim gugur,2011,September,0,Jummat,Ya,Berkabut,24.975847,26.106249999999996,97.25,0.0783667,258,2137,2395,5.2505689,Weekday
267,2011-09-24,Musim gugur,2011,September,0,Sabtu,Tidak,Berkabut,24.873347,28.2206,86.25,0.0783833,1776,3647,5423,5.2516811,Weekend/Holiday
268,2011-09-25,Musim gugur,2011,September,0,Minggu,Tidak,Berkabut,26.000847,28.631849999999996,84.5,0.0503792,1544,3466,5010,3.3754064,Weekend/Holiday
269,2011-09-26,Musim gugur,2011,September,0,Senin,Ya,Berkabut,26.615847000000002,29.452099999999998,84.8333,0.1107,684,3946,4630,7.4169,Weekday
270,2011-09-27,Musim gugur,2011,September,0,Selasa,Ya,Berkabut,26.103347,28.726249999999997,88.5417,0.118171,477,3643,4120,7.917457,Weekday
271,2011-09-28,Musim gugur,2011,September,0,Rabu,Ya,Berkabut,26.035,28.757899999999996,84.875,0.148629,480,3427,3907,9.958143000000002,Weekday
272,2011-09-29,Musim gugur,2011,September,0,Kamis,Ya,Jelas,25.283347,28.7256,69.91669999999999,0.172883,653,4186,4839,11.583161,Weekday
273,2011-09-30,Musim gugur,2011,September,0,Jummat,Ya,Jelas,23.130847,27.24145,64.75,0.206475,830,4372,5202,13.833825,Weekday
274,2011-10-01,Musim gugur,2011,October,0,Sabtu,Tidak,Berkabut,16.81,20.64315,75.375,0.292296,480,1949,2429,19.583832,Weekend/Holiday
275,2011-10-02,Musim gugur,2011,October,0,Minggu,Tidak,Berkabut,14.623347,17.26585,79.1667,0.222013,616,2302,2918,14.874870999999999,Weekend/Holiday
276,2011-10-03,Musim gugur,2011,October,0,Senin,Ya,Berkabut,15.750846999999998,19.6023,76.0833,0.0833458,330,3240,3570,5.5841686,Weekday
277,2011-10-04,Musim gugur,2011,October,0,Selasa,Ya,Jelas,19.850847,23.6429,71.0,0.205854,486,3970,4456,13.792218,Weekday
278,2011-10-05,Musim gugur,2011,October,0,Rabu,Ya,Jelas,22.071652999999998,26.3569,64.79169999999999,0.17725,559,4267,4826,11.87575,Weekday
279,2011-10-06,Musim gugur,2011,October,0,Kamis,Ya,Jelas,20.260847000000002,24.02125,62.083299999999994,0.134954,639,4126,4765,9.041917999999999,Weekday
280,2011-10-07,Musim gugur,2011,October,0,Jummat,Ya,Jelas,20.944153,25.2202,68.41669999999999,0.0223917,949,4036,4985,1.5002439,Weekday
281,2011-10-08,Musim gugur,2011,October,0,Sabtu,Tidak,Jelas,21.388347,25.6621,70.125,0.0454042,2235,3174,5409,3.0420814,Weekend/Holiday
282,2011-10-09,Musim gugur,2011,October,0,Minggu,Tidak,Jelas,22.174153,26.19915,72.75,0.06345,2397,3114,5511,4.251150000000001,Weekend/Holiday
283,2011-10-10,Musim gugur,2011,October,1,Senin,Tidak,Jelas,23.404153,27.14625,73.375,0.0423042,1514,3603,5117,2.8343814,Weekday
284,2011-10-11,Musim gugur,2011,October,0,Selasa,Ya,Berkabut,23.233347000000002,27.3048,80.875,0.143042,667,3896,4563,9.583814,Weekday
285,2011-10-12,Musim gugur,2011,October,0,Rabu,Ya,Hujan_RinganSalju,22.276653,25.885849999999998,90.625,0.24815,217,2199,2416,16.62605,Weekday
286,2011-10-13,Musim gugur,2011,October,0,Kamis,Ya,Berkabut,24.155847,27.5902,89.6667,0.141787,290,2623,2913,9.499729,Weekday
287,2011-10-14,Musim gugur,2011,October,0,Jummat,Ya,Berkabut,22.584153,26.48375,71.625,0.223883,529,3115,3644,15.000161,Weekday
288,2011-10-15,Musim gugur,2011,October,0,Sabtu,Tidak,Jelas,20.773346999999998,24.936249999999998,48.3333,0.258083,1899,3318,5217,17.291561,Weekend/Holiday
289,2011-10-16,Musim gugur,2011,October,0,Minggu,Tidak,Jelas,20.978347,25.1577,48.6667,0.281717,1748,3293,5041,18.875039,Weekend/Holiday
290,2011-10-17,Musim gugur,2011,October,0,Senin,Ya,Jelas,21.900847,25.53625,57.958299999999994,0.175379,713,3857,4570,11.750393,Weekday
291,2011-10-18,Musim gugur,2011,October,0,Selasa,Ya,Berkabut,21.8325,26.13605,70.1667,0.110087,637,4111,4748,7.375829,Weekday
292,2011-10-19,Musim gugur,2011,October,0,Rabu,Ya,Hujan_RinganSalju,22.211299,25.6924,89.52170000000001,0.243339,254,2170,2424,16.303713,Weekday
293,2011-10-20,Musim gugur,2011,October,0,Kamis,Ya,Jelas,19.509153,23.32625,63.625,0.422275,471,3724,4195,28.292425,Weekday
294,2011-10-21,Musim gugur,2011,October,0,Jummat,Ya,Jelas,17.5275,21.1798,57.4167,0.221396,676,3628,4304,14.833532,Weekday
295,2011-10-22,Musim gugur,2011,October,0,Sabtu,Tidak,Jelas,17.322499999999998,21.2746,62.916700000000006,0.0926667,1499,2809,4308,6.2086689,Weekend/Holiday
296,2011-10-23,Musim gugur,2011,October,0,Minggu,Tidak,Jelas,17.288347,21.11665,74.125,0.0995125,1619,2762,4381,6.6673375,Weekend/Holiday
297,2011-10-24,Musim gugur,2011,October,0,Senin,Ya,Jelas,18.996653,22.85335,77.2083,0.118792,699,3488,4187,7.959064,Weekday
298,2011-10-25,Musim gugur,2011,October,0,Selasa,Ya,Jelas,19.338347,23.16875,62.291700000000006,0.166658,695,3992,4687,11.166086,Weekday
299,2011-10-26,Musim gugur,2011,October,0,Rabu,Ya,Berkabut,19.850847,23.6423,72.04169999999999,0.148642,404,3490,3894,9.959014,Weekday
300,2011-10-27,Musim gugur,2011,October,0,Kamis,Ya,Berkabut,19.27,22.8523,81.2917,0.197763,240,2419,2659,13.250121,Weekday
301,2011-10-28,Musim gugur,2011,October,0,Jummat,Ya,Berkabut,13.564153,15.9406,58.58330000000001,0.229479,456,3291,3747,15.375093,Weekday
302,2011-10-29,Musim gugur,2011,October,0,Sabtu,Tidak,Hujan_RinganSalju,10.420846999999998,11.39565,88.25,0.351371,57,570,627,23.541857,Weekend/Holiday
303,2011-10-30,Musim gugur,2011,October,0,Minggu,Tidak,Jelas,13.085847,16.06645,62.375,0.176617,885,2446,3331,11.833339,Weekend/Holiday
304,2011-10-31,Musim gugur,2011,October,0,Senin,Ya,Jelas,13.940000000000001,17.803150000000002,70.3333,0.10635,362,3307,3669,7.12545,Weekday
305,2011-11-01,Musim gugur,2011,November,0,Selasa,Ya,Jelas,16.434153,19.8544,68.375,0.135571,410,3658,4068,9.083257,Weekday
306,2011-11-02,Musim gugur,2011,November,0,Rabu,Ya,Jelas,15.477500000000001,19.50665,71.875,0.0820917,370,3816,4186,5.5001439,Weekday
307,2011-11-03,Musim gugur,2011,November,0,Kamis,Ya,Jelas,16.741653,20.296049999999997,70.20830000000001,0.136817,318,3656,3974,9.166739,Weekday
308,2011-11-04,Musim gugur,2011,November,0,Jummat,Ya,Berkabut,16.536653,20.1696,62.25000000000001,0.271779,470,3576,4046,18.209193,Weekday
309,2011-11-05,Musim gugur,2011,November,0,Sabtu,Tidak,Jelas,13.393346999999999,16.1927,51.916700000000006,0.189062,1156,2770,3926,12.667154,Weekend/Holiday
310,2011-11-06,Musim gugur,2011,November,0,Minggu,Tidak,Jelas,14.281653,18.117900000000002,73.4583,0.0920542,952,2697,3649,6.1676314,Weekend/Holiday
311,2011-11-07,Musim gugur,2011,November,0,Senin,Ya,Jelas,16.195,20.04355,75.875,0.057225,373,3662,4035,3.834075,Weekday
312,2011-11-08,Musim gugur,2011,November,0,Selasa,Ya,Jelas,16.741653,20.6123,72.16669999999999,0.0690375,376,3829,4205,4.6255125,Weekday
313,2011-11-09,Musim gugur,2011,November,0,Rabu,Ya,Jelas,16.400000000000002,20.453950000000003,75.83330000000001,0.0621958,305,3804,4109,4.1671186,Weekday
314,2011-11-10,Musim gugur,2011,November,0,Kamis,Ya,Berkabut,15.58,18.68605,81.3333,0.189067,190,2743,2933,12.667489000000002,Weekday
315,2011-11-11,Musim gugur,2011,November,1,Jummat,Tidak,Jelas,13.290847,15.34085,44.625,0.314675,440,2928,3368,21.083225,Weekday
316,2011-11-12,Musim gugur,2011,November,0,Sabtu,Tidak,Jelas,14.623347,17.8971,55.2917,0.212062,1275,2792,4067,14.208154,Weekend/Holiday
317,2011-11-13,Musim gugur,2011,November,0,Minggu,Tidak,Jelas,18.074153,21.5275,45.8333,0.281721,1004,2713,3717,18.875307,Weekend/Holiday
318,2011-11-14,Musim gugur,2011,November,0,Senin,Ya,Jelas,21.73,26.2306,58.7083,0.306596,595,3891,4486,20.541932,Weekday
319,2011-11-15,Musim gugur,2011,November,0,Selasa,Ya,Berkabut,21.73,25.37895,68.875,0.199633,449,3746,4195,13.375411,Weekday
320,2011-11-16,Musim gugur,2011,November,0,Rabu,Ya,Hujan_RinganSalju,18.723347,22.5994,93.0,0.136829,145,1672,1817,9.167543,Weekday
321,2011-11-17,Musim gugur,2011,November,0,Kamis,Ya,Berkabut,14.008347,16.16105,57.5833,0.305362,139,2914,3053,20.459254,Weekday
322,2011-11-18,Musim gugur,2011,November,0,Jummat,Ya,Jelas,11.240847,13.63605,41.0,0.168533,245,3147,3392,11.291711,Weekday
323,2011-11-19,Musim gugur,2011,November,0,Sabtu,Tidak,Jelas,13.495847,16.22415,50.208299999999994,0.224496,943,2720,3663,15.041232,Weekend/Holiday
324,2011-11-20,Musim gugur,2011,November,0,Minggu,Tidak,Berkabut,18.996653,22.8529,68.45830000000001,0.18595,787,2733,3520,12.45865,Weekend/Holiday
325,2011-11-21,Musim gugur,2011,November,0,Senin,Ya,Hujan_RinganSalju,18.3475,22.2531,91.0,0.138054,220,2545,2765,9.249618,Weekday
326,2011-11-22,Musim gugur,2011,November,0,Selasa,Ya,Hujan_RinganSalju,17.083347,21.0848,96.25,0.118792,69,1538,1607,7.959064,Weekday
327,2011-11-23,Musim gugur,2011,November,0,Rabu,Ya,Berkabut,18.074153,21.52685,75.79169999999999,0.335825,112,2454,2566,22.500275,Weekday
328,2011-11-24,Musim gugur,2011,November,1,Kamis,Tidak,Jelas,15.306653,18.62355,54.9167,0.167304,560,935,1495,11.209368000000001,Weekday
329,2011-11-25,Musim gugur,2011,November,0,Jummat,Ya,Jelas,15.375,19.033549999999998,64.375,0.0988958,1095,1697,2792,6.6260186,Weekday
330,2011-11-26,Musim gugur,2011,November,0,Sabtu,Tidak,Jelas,15.409152999999998,19.254350000000002,68.1667,0.0684208,1249,1819,3068,4.5841936,Weekend/Holiday
331,2011-11-27,Musim gugur,2011,November,0,Minggu,Tidak,Jelas,18.825847,22.79,69.8333,0.208954,810,2261,3071,13.999918,Weekend/Holiday
332,2011-11-28,Musim gugur,2011,November,0,Senin,Ya,Jelas,20.642598,24.5061,74.3043,0.142122,253,3614,3867,9.522174,Weekday
333,2011-11-29,Musim gugur,2011,November,0,Selasa,Ya,Berkabut,18.791653,22.56875,83.08330000000001,0.258092,96,2818,2914,17.292164,Weekday
334,2011-11-30,Musim gugur,2011,November,0,Rabu,Ya,Jelas,13.325000000000001,15.561050000000002,61.3333,0.271158,188,3425,3613,18.167586,Weekday
335,2011-12-01,Musim gugur,2011,December,0,Kamis,Ya,Jelas,12.8125,15.2777,52.4583,0.220158,182,3545,3727,14.750586,Weekday
336,2011-12-02,Musim gugur,2011,December,0,Jummat,Ya,Jelas,12.880847,16.571649999999998,62.583299999999994,0.100754,268,3672,3940,6.750518,Weekday
337,2011-12-03,Musim gugur,2011,December,0,Sabtu,Tidak,Jelas,12.265847,15.530199999999999,61.291700000000006,0.0957833,706,2908,3614,6.4174811,Weekend/Holiday
338,2011-12-04,Musim gugur,2011,December,0,Minggu,Tidak,Jelas,13.564153,17.455000000000002,77.5833,0.0839583,634,2851,3485,5.6252061,Weekend/Holiday
339,2011-12-05,Musim gugur,2011,December,0,Senin,Ya,Berkabut,15.819153,19.696250000000003,82.70830000000001,0.0622083,233,3578,3811,4.1679561000000005,Weekday
340,2011-12-06,Musim gugur,2011,December,0,Selasa,Ya,Hujan_RinganSalju,18.962500000000002,22.82,94.9583,0.232583,126,2468,2594,15.583061,Weekday
341,2011-12-07,Musim gugur,2011,December,0,Rabu,Ya,Hujan_RinganSalju,16.81,20.0123,97.04169999999999,0.266175,50,655,705,17.833725,Weekday
342,2011-12-08,Musim gugur,2011,December,0,Kamis,Ya,Jelas,10.899153,12.8469,57.99999999999999,0.240058,150,3172,3322,16.083886,Weekday
343,2011-12-09,Musim gugur,2011,December,0,Jummat,Ya,Jelas,11.924153,15.877099999999999,69.58330000000001,0.0827167,261,3359,3620,5.5420189,Weekday
344,2011-12-10,Musim gugur,2011,December,0,Sabtu,Tidak,Jelas,11.275,13.320599999999999,50.74999999999999,0.233221,502,2688,3190,15.625807,Weekend/Holiday
345,2011-12-11,Musim gugur,2011,December,0,Minggu,Tidak,Jelas,9.054153,12.6577,49.0,0.0665417,377,2366,2743,4.458293899999999,Weekend/Holiday
346,2011-12-12,Musim gugur,2011,December,0,Senin,Ya,Jelas,9.771652999999999,13.5098,67.08330000000001,0.06345,143,3167,3310,4.251150000000001,Weekday
347,2011-12-13,Musim gugur,2011,December,0,Selasa,Ya,Jelas,11.5825,15.0569,59.0,0.14055,155,3368,3523,9.41685,Weekday
